task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	13/6881a8	3504734	NFCORE_PACVAR:PACVAR:MULTIQC	COMPLETED	0	2024-11-13 15:09:54.994	10s	9.3s	72.9%	101.6 MB	2.6 GB	69.8 MB	16.8 MB
1	14/e93529	3505662	NFCORE_PACVAR:PACVAR:LIMA (null)	COMPLETED	0	2024-11-13 15:10:05.054	5.7s	5s	179.8%	27.4 MB	558.6 MB	51.4 MB	32.1 MB
2	3e/9a7b55	3506063	NFCORE_PACVAR:PACVAR:LIMA (null)	COMPLETED	0	2024-11-13 15:10:10.764	6.7s	6s	150.4%	28.3 MB	558.6 MB	51.4 MB	32.1 MB
4	cd/6ad882	3506961	NFCORE_PACVAR:PACVAR:PBMM2_ALIGN (null.bc2026--bc2026)	COMPLETED	0	2024-11-13 15:12:48.385	2m	2m	158.0%	15.5 GB	18.5 GB	3 GB	12.6 MB
5	60/90a0fc	3508947	NFCORE_PACVAR:PACVAR:PBMM2_ALIGN (null.bc2058--bc2058)	COMPLETED	0	2024-11-13 15:14:48.871	2m 4s	2m 4s	157.3%	15.6 GB	18.4 GB	3 GB	16.8 MB
7	54/dcf7b4	3511318	NFCORE_PACVAR:PACVAR:PBMM2_ALIGN (null.bc2058--bc2058)	COMPLETED	0	2024-11-13 15:16:53.360	2m 5s	2m 4s	158.5%	15.5 GB	18.1 GB	3 GB	16.8 MB
6	3c/6bef76	3513536	NFCORE_PACVAR:PACVAR:PBMM2_ALIGN (null.bc2026--bc2026)	COMPLETED	0	2024-11-13 15:18:58.105	1m 52s	1m 51s	168.4%	17.2 GB	20.3 GB	3 GB	12.6 MB
8	30/5a1b0f	3515642	NFCORE_PACVAR:PACVAR:SAMTOOLS_SORT (null.bc2026--bc2026)	COMPLETED	0	2024-11-13 15:20:50.000	2.1s	1s	108.5%	3.6 MB	8.6 MB	25.3 MB	23.3 MB
9	8f/6407eb	3515851	NFCORE_PACVAR:PACVAR:SAMTOOLS_SORT (null.bc2058--bc2058)	COMPLETED	0	2024-11-13 15:20:52.086	1.6s	1s	133.1%	10.7 MB	1.7 GB	33.8 MB	31 MB
10	8e/1f926a	3516059	NFCORE_PACVAR:PACVAR:SAMTOOLS_SORT (null.bc2058--bc2058)	COMPLETED	0	2024-11-13 15:20:53.660	1.7s	1s	135.8%	14.9 MB	1.7 GB	33.8 MB	31 MB
11	11/113099	3516262	NFCORE_PACVAR:PACVAR:SAMTOOLS_SORT (null.bc2026--bc2026)	COMPLETED	0	2024-11-13 15:20:55.362	1.3s	1s	133.7%	9.4 MB	1.7 GB	25.3 MB	23.3 MB
